"task"	"ID"	"mean"	"sd"
"105"	"B"	"044"	0.672285714285713	0.136167840080794
"106"	"B"	"045"	0.509999999999999	0.0625000000000002
"107"	"B"	"046"	0.535333333333334	0.13156179440524
"108"	"B"	"047"	0.443793103448276	0.0513679856597367
"109"	"B"	"048"	0.4803125	0.126426936059094
"110"	"B"	"049"	0.471666666666668	0.0646520305750043
"111"	"B"	"050"	0.557419354838709	0.0242167630558506
"112"	"B"	"051"	0.602432432432433	0.230728380537778
"113"	"B"	"052"	0.75375	0.138946355632631
"114"	"B"	"053"	0.513870967741936	0.0724190315389004
"115"	"B"	"054"	0.498965517241379	0.0360896530072979
"116"	"B"	"055"	0.626666666666667	0.146917035719535
"117"	"B"	"056"	0.537187499999999	0.0646197001320901
"118"	"B"	"057"	0.441379310344827	0.0605170659478449
"119"	"B"	"058"	0.460344827586208	0.0438734184591382
"120"	"B"	"059"	0.47896551724138	0.0865342552975503
"121"	"B"	"060"	0.463666666666667	0.0369979806842574
"122"	"B"	"061"	0.591111111111112	0.052406723294485
"123"	"B"	"062"	0.496896551724138	0.0708168386087792
"124"	"B"	"063"	0.507096774193548	0.105804648555316
"125"	"V"	"001"	0.733218390804597	0.158036603449765
"126"	"V"	"002"	0.40060975609756	0.033011317212999
"127"	"V"	"003"	0.450219780219779	0.0769700955202439
"128"	"V"	"004"	0.492065217391305	0.0727865771268454
"129"	"V"	"005"	0.346320754716981	0.0433441482115744
"130"	"V"	"006"	0.437604166666666	0.0225596188688703
"131"	"V"	"007"	0.690312500000002	0.110021192042318
"132"	"V"	"008"	0.495555555555555	0.106465479281128
"133"	"V"	"009"	0.597021276595746	0.0402900715439855
"134"	"V"	"010"	0.341165048543689	0.151024611491714
"135"	"V"	"011"	0.618023255813954	0.139104867487399
"136"	"V"	"012"	0.750340909090908	0.06469111157188
"137"	"V"	"013"	0.714705882352942	0.158331059869851
"138"	"V"	"014"	0.438999999999999	0.061182441429225
"139"	"V"	"015"	0.619999999999998	0.104654192462607
"140"	"V"	"016"	0.607222222222223	0.120215422534842
"141"	"V"	"017"	0.561730769230769	0.0526103520340823
"142"	"V"	"018"	0.546043956043957	0.0691034509651078
"143"	"V"	"019"	0.467264150943397	0.0482164370090079
"144"	"V"	"020"	0.542	0.0604521966938046
"145"	"V"	"021"	0.5134126984127	0.0814681552354057
"146"	"V"	"022"	0.518557692307693	0.0508647219618263
"147"	"V"	"023"	0.644044943820225	0.072043533258522
"148"	"V"	"024"	0.500219780219779	0.066666300365293
"149"	"V"	"025"	0.506999999999998	0.0316787673970665
"150"	"V"	"026"	0.588421052631579	0.0870597225860062
"151"	"V"	"027"	0.585431034482759	0.108141551692209
"152"	"V"	"028"	0.396666666666668	0.0456505680027567
"153"	"V"	"029"	0.583888888888889	0.111096399652059
"154"	"V"	"030"	0.681313131313132	0.132823701356858
"155"	"V"	"031"	0.561898734177216	0.0720234283351371
"156"	"V"	"032"	0.524079999999999	0.0615930452714129
"157"	"V"	"033"	0.540084033613446	0.0396915180778078
"158"	"V"	"034"	0.521149425287355	0.125627960220648
"159"	"V"	"035"	0.571643835616439	0.112064139603548
"160"	"V"	"036"	0.513258426966291	0.0617689109963834
"161"	"V"	"037"	0.44685393258427	0.0573980421272429
"162"	"V"	"039"	0.540593220338983	0.0567539655285532
"163"	"V"	"040"	0.677032967032967	0.178072984447355
"164"	"V"	"041"	0.478947368421054	0.0610481547057942
"165"	"V"	"042"	0.548250000000001	0.0894112246231293
"166"	"V"	"043"	0.488656716417911	0.079580253420741
"167"	"V"	"044"	0.723218390804599	0.0771964310066934
"168"	"V"	"045"	0.475462962962963	0.0484022139614772
"169"	"V"	"046"	0.52020202020202	0.06076014735072
"170"	"V"	"047"	0.518026315789473	0.0824139104252365
"171"	"V"	"048"	0.33282051282051	0.0802576603277941
"172"	"V"	"049"	0.499756097560974	0.0760924650275294
"173"	"V"	"050"	0.558600000000001	0.0396199113292472
"174"	"V"	"051"	0.622499999999999	0.169585755174805
"175"	"V"	"052"	0.761704545454546	0.102443947004945
"176"	"V"	"053"	0.528375	0.0853502649176858
"177"	"V"	"054"	0.524814814814816	0.0589706323469957
"178"	"V"	"055"	0.612631578947369	0.155222630275382
"179"	"V"	"056"	0.58759493670886	0.110479319214207
"180"	"V"	"057"	0.513939393939395	0.0816159635191891
"181"	"V"	"058"	0.452941176470587	0.0301908031333632
"182"	"V"	"059"	0.488058252427183	0.111346995631367
"183"	"V"	"060"	0.498309859154929	0.0444967387406235
"184"	"V"	"061"	0.676019417475729	0.0789432633918276
"185"	"V"	"062"	0.572577319587628	0.050441351061478
"186"	"V"	"063"	0.503529411764707	0.122313088667365
